StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,PartyAb,PartyNm,TotalVotes
QLD,170,Maranoa,28059,LITTLEPROUD,David,LNP,Liberal National Party of Queensland,44297
QLD,170,Maranoa,29224,KEEHN,Lynette,ON,Pauline Hanson's One Nation,16047
QLD,170,Maranoa,999,Informal,Informal,,Informal,5269
QLD,171,McPherson,28043,ANDREWS,Karen,LNP,Liberal National Party of Queensland,47284
QLD,171,McPherson,29268,BURGOYNE,Peter,GRN,The Greens,9119
QLD,171,McPherson,29262,GREEN,Simon,FFP,Family First,5404
QLD,171,McPherson,28946,GADD,Sandy,ALP,Australian Labor Party,23069
QLD,171,McPherson,27973,JONES,Rob,IND,Independent,3850
QLD,171,McPherson,999,Informal,Informal,,Informal,4151
QLD,172,Moncrieff,28038,CIOBO,Steven,LNP,Liberal National Party of Queensland,50688
QLD,172,Moncrieff,28939,SHEPPARD,Hayden,ALP,Australian Labor Party,20956
QLD,172,Moncrieff,29245,ROSE,Julie,FFP,Family First,5619
QLD,172,Moncrieff,29254,BRISBANE,Roger,GRN,The Greens,8697
QLD,172,Moncrieff,999,Informal,Informal,,Informal,4011
QLD,173,Moreton,29147,SOARES,Des,XEN,Nick Xenophon Team,4072
QLD,173,Moreton,29310,COOPER,Andrew,LDP,Liberal Democrats,2783
QLD,173,Moreton,28977,PERRETT,Graham,ALP,Australian Labor Party,31342
QLD,173,Moreton,29333,LYONS,Kristen,GRN,The Greens,10812
QLD,173,Moreton,29355,LIN,Shan-Ju,KAP,Katter's Australian Party,1329
QLD,173,Moreton,28040,MONSOUR,Nic,LNP,Liberal National Party of Queensland,32103
QLD,173,Moreton,29278,HEISE,Florian,FFP,Family First,2507
QLD,173,Moreton,999,Informal,Informal,,Informal,3641
QLD,174,Oxley,29271,TRUSSELL,Brad,ON,Pauline Hanson's One Nation,7023
QLD,174,Oxley,29263,McCORMACK,Carrie,FFP,Family First,2734
QLD,174,Oxley,29274,LACAZE,Stephen,KAP,Katter's Australian Party,1136
QLD,174,Oxley,28062,ROADLEY,Bibe,LNP,Liberal National Party of Queensland,26744
QLD,174,Oxley,29025,DICK,Milton,ALP,Australian Labor Party,38419
QLD,174,Oxley,29264,PURCELL,Steven,GRN,The Greens,7305
QLD,174,Oxley,999,Informal,Informal,,Informal,3484
QLD,175,Petrie,29328,BUCKLEY,Catherine,LDP,Liberal Democrats,2877
QLD,175,Petrie,28044,HOWARTH,Luke,LNP,Liberal National Party of Queensland,41475
QLD,175,Petrie,28928,PEDERSEN,Jacqui,ALP,Australian Labor Party,35616
QLD,175,Petrie,29277,WHITE,Mark A,FFP,Family First,4746
QLD,175,Petrie,29322,WEBER,Sue,GRN,The Greens,6840
QLD,175,Petrie,29404,TYRRELL,Andrew Charles,TAP,The Arts Party,1239
QLD,175,Petrie,999,Informal,Informal,,Informal,3886
QLD,176,Rankin,28969,CHALMERS,Jim,ALP,Australian Labor Party,42147
QLD,176,Rankin,29345,DAVIES,Ric,LDP,Liberal Democrats,3513
QLD,176,Rankin,29352,COTTER,Neil,GRN,The Greens,5373
QLD,176,Rankin,29376,HOLLEY,Shane,KAP,Katter's Australian Party,2874
QLD,176,Rankin,28371,HODGES,Jeffrey Dale,CRNT,Consumer Rights & No-Tolls,2050
QLD,176,Rankin,28056,OSTAPOVITCH,Freya,LNP,Liberal National Party of Queensland,24455
QLD,176,Rankin,29330,LAWRIE,Christopher,FFP,Family First,5011
QLD,176,Rankin,999,Informal,Informal,,Informal,5225
QLD,177,Ryan,28334,QUINN,John Lawrence,DLP,Democratic Labour Party (DLP),1566
QLD,177,Ryan,29337,TODD,David,FFP,Family First,2389
QLD,177,Ryan,29010,HEGEDUS,Stephen,ALP,Australian Labor Party,21594
QLD,177,Ryan,28053,PRENTICE,Jane,LNP,Liberal National Party of Queensland,49402
QLD,177,Ryan,29346,BAYLEY,Sandra,GRN,The Greens,17767
QLD,177,Ryan,29341,GRYPHON,S,LDP,Liberal Democrats,2046
QLD,177,Ryan,999,Informal,Informal,,Informal,2318
QLD,178,Wide Bay,29378,DEAN,Jannean,GLT,Glenn Lazarus Team,4082
QLD,178,Wide Bay,29389,COTTAM,Elise Anne,ON,Pauline Hanson's One Nation,14022
QLD,178,Wide Bay,29020,STANTON,Lucy,ALP,Australian Labor Party,20301
QLD,178,Wide Bay,28046,O'BRIEN,Llew,LNP,Liberal National Party of Queensland,39373
QLD,178,Wide Bay,29616,MARSH,Bron,GRN,The Greens,7355
QLD,178,Wide Bay,29221,MAYER,Bruce,FFP,Family First,2399
QLD,178,Wide Bay,29441,COOK,Barry,KAP,Katter's Australian Party,2357
QLD,178,Wide Bay,999,Informal,Informal,,Informal,4728
QLD,316,Wright,29258,AGNOLETTO,Pietro,GRN,The Greens,6768
QLD,316,Wright,29339,SMITH,Rod,ON,Pauline Hanson's One Nation,18461
QLD,316,Wright,28061,BUCHHOLZ,Scott,LNP,Liberal National Party of Queensland,36935
QLD,316,Wright,28959,SMITH,Allistair,ALP,Australian Labor Party,20110
QLD,316,Wright,28734,COX,John,MAP,Mature Australia,902
QLD,316,Wright,29285,AUSTIN,Barry,FFP,Family First,3163
QLD,316,Wright,29615,STONE,Mark M,LDP,Liberal Democrats,1979
QLD,316,Wright,999,Informal,Informal,,Informal,3980
SA,179,Adelaide,29106,GUY,Sophie,GRN,The Greens,9973
SA,179,Adelaide,29059,RIVISH,Adrian,FFP,Family First,1832
SA,179,Adelaide,28465,TIDSWELL,Matt,AJP,Animal Justice Party,1292
SA,179,Adelaide,29464,LOCK,Tyrone,LDP,Liberal Democrats,1030
SA,179,Adelaide,29552,COLOVIC,David,LP,Liberal,34809
SA,179,Adelaide,29073,ELLIS,Kate,ALP,Australian Labor Party,34325
SA,179,Adelaide,29128,HILL,Joe,XEN,Nick Xenophon Team,12283
SA,179,Adelaide,999,Informal,Informal,,Informal,3118
SA,180,Barker,29122,STACEY,James,XEN,Nick Xenophon Team,27452
SA,180,Barker,29568,PASIN,Tony,LP,Liberal,44001
SA,180,Barker,28965,ZEPPEL,Yvonne,FFP,Family First,5458
SA,180,Barker,29143,KEOUGH,Mark,GRN,The Greens,3171
SA,180,Barker,29057,O'BRIEN,Mat,ALP,Australian Labor Party,14363
SA,180,Barker,999,Informal,Informal,,Informal,4228
SA,182,Boothby,29120,HOCKLEY,Karen,XEN,Nick Xenophon Team,19688
SA,182,Boothby,29046,WARD,Mark,ALP,Australian Labor Party,23366
SA,182,Boothby,28373,ARMFIELD,Jamie,IND,Independent,664
SA,182,Boothby,28961,WHEATCROFT,Gary,FFP,Family First,2477
SA,182,Boothby,28463,CARROLL,Evelyn,AJP,Animal Justice Party,1356
SA,182,Boothby,29104,BANGE,Jane,GRN,The Greens,8001
SA,182,Boothby,29550,FLINT,Nicolle,LP,Liberal,39298
SA,182,Boothby,28079,DE JONGE,Robert,IND,Independent,438
SA,182,Boothby,999,Informal,Informal,,Informal,4374
SA,183,Grey,29042,MARTIN,Scott,ALP,Australian Labor Party,19373
SA,183,Grey,29569,RAMSEY,Rowan,LP,Liberal,38409
SA,183,Grey,28078,GOURLAY,Phillip,IND,Independent,1144
SA,183,Grey,28962,KAMINSKI,Cheryl,FFP,Family First,3710
SA,183,Grey,29129,MARSH,Jillian Kay,GRN,The Greens,2304
SA,183,Grey,29134,BROADFOOT,Andrea,XEN,Nick Xenophon Team,24936
SA,183,Grey,999,Informal,Informal,,Informal,3619
SA,185,Hindmarsh,29071,GEORGANAS,Steve,ALP,Australian Labor Party,33355
SA,185,Hindmarsh,29117,O'SULLIVAN,Patrick,GRN,The Greens,6401
SA,185,Hindmarsh,29050,POTTER,Mark,FFP,Family First,1977
SA,185,Hindmarsh,29132,KIRK,Daniel,XEN,Nick Xenophon Team,14774
SA,185,Hindmarsh,29554,WILLIAMS,Matt,LP,Liberal,39570
SA,185,Hindmarsh,29063,WILLIAM,Marina,CDP,Christian Democratic Party (Fred Nile Group),499
SA,185,Hindmarsh,28725,LIU,Bin,AJP,Animal Justice Party,1456
SA,185,Hindmarsh,999,Informal,Informal,,Informal,4232
SA,186,Kingston,29576,RISHWORTH,Amanda,ALP,Australian Labor Party,46151
SA,186,Kingston,29146,HOLTHAM,Robyn,GRN,The Greens,5361
SA,186,Kingston,29088,DOECKE,Geoff,FFP,Family First,4048
SA,186,Kingston,29152,CAREY,Damian,XEN,Nick Xenophon Team,16059
SA,186,Kingston,29566,BINNS,Kelvin,LP,Liberal,21772
SA,186,Kingston,999,Informal,Informal,,Informal,3617
SA,187,Makin,29058,ZAPPIA,Tony,ALP,Australian Labor Party,39358
SA,187,Makin,29125,SNAPE,Keiran,GRN,The Greens,4373
SA,187,Makin,28986,COOMBE,Paul,FFP,Family First,4273
SA,187,Makin,27986,ALDRIDGE,Mark,IND,Independent,2126
SA,187,Makin,28966,GREENBERG,Zarina,AJP,Animal Justice Party,1479
SA,187,Makin,29557,REYNOLDS,Graham,LP,Liberal,26847
SA,187,Makin,29144,BOSSIE,Craig,XEN,Nick Xenophon Team,15614
SA,187,Makin,999,Informal,Informal,,Informal,4366
SA,188,Mayo,29061,DALLIMORE,Glen,ALP,Australian Labor Party,12859
SA,188,Mayo,29142,SHARKIE,Rebekha,XEN,Nick Xenophon Team,33158
SA,188,Mayo,29174,DZIVINSKI,Luke,LDP,Liberal Democrats,1148
SA,188,Mayo,29133,DANIELL,Nathan,GRN,The Greens,7661
SA,188,Mayo,29559,BRIGGS,Jamie,LP,Liberal,35915
SA,188,Mayo,28992,HICKS,Bruce,FFP,Family First,4375
SA,188,Mayo,999,Informal,Informal,,Informal,2828
SA,189,Port Adelaide,29160,CAREY,Matthew,GRN,The Greens,6683
SA,189,Port Adelaide,29085,HAMBOUR,Bruce,FFP,Family First,4483
SA,189,Port Adelaide,28464,CLIPSTONE,Janine,AJP,Animal Justice Party,2078
SA,189,Port Adelaide,29094,SALT,Jenalie,CDP,Christian Democratic Party (Fred Nile Group),597
SA,189,Port Adelaide,29130,BUTLER,Mark,ALP,Australian Labor Party,46314
SA,189,Port Adelaide,29563,FLOWERDEW,Emma,LP,Liberal,17884
SA,189,Port Adelaide,29166,SLATTERY,Michael,XEN,Nick Xenophon Team,17970
SA,189,Port Adelaide,999,Informal,Informal,,Informal,5927
SA,190,Sturt,29158,WRIGHT,Matthew,XEN,Nick Xenophon Team,19684
SA,190,Sturt,29136,GALDIES,Rebecca,GRN,The Greens,6575
SA,190,Sturt,28458,RUSSELL,Geoff,AJP,Animal Justice Party,1220
SA,190,Sturt,29027,BOWYER,Craig,FFP,Family First,2912
SA,190,Sturt,29052,LOADER,Matt,ALP,Australian Labor Party,20653
SA,190,Sturt,29562,PYNE,Christopher,LP,Liberal,41351
SA,190,Sturt,28010,AITCHISON,Neil,IND,Independent,637
SA,190,Sturt,999,Informal,Informal,,Informal,3656
SA,191,Wakefield,29164,INWOOD,Richard,XEN,Nick Xenophon Team,19592
SA,191,Wakefield,29092,PHILLIPS,Marilyn,FFP,Family First,5396
SA,191,Wakefield,29101,CHAMPION,Nick,ALP,Australian Labor Party,38197
SA,191,Wakefield,29549,BOURNE,Kathleen,LP,Liberal,25299
SA,191,Wakefield,29123,VANSTONE,Craig,GRN,The Greens,4102
SA,191,Wakefield,29137,ANDERSON,Ralph,CDP,Christian Democratic Party (Fred Nile Group),619
SA,191,Wakefield,28208,BOLTON,John,IND,Independent,2728
SA,191,Wakefield,999,Informal,Informal,,Informal,5470
TAS,192,Bass,28235,RILEY-GIBSON,Terrill,GRN,The Greens,7154
TAS,192,Bass,28456,RAMAGE,Roy,REP,Renewable Energy Party,1613
TAS,192,Bass,28451,HART,Ross,ALP,Australian Labor Party,26803
TAS,192,Bass,29358,BEATTIE,Malcolm Peter,CDP,Christian Democratic Party (Fred Nile Group),1765
TAS,192,Bass,28429,NIKOLIC,Andrew,LP,Liberal,25609
TAS,192,Bass,28222,TAPSELL,Mark,ARF,Australian Recreational Fishers Party,3231
TAS,192,Bass,999,Informal,Informal,,Informal,2729
TAS,193,Braddon,28233,JORDAN,Scott,GRN,The Greens,4358
TAS,193,Braddon,28218,SALTMARSH,Glen,ARF,Australian Recreational Fishers Party,3701
TAS,193,Braddon,28439,KEAY,Justine,ALP,Australian Labor Party,25898
TAS,193,Braddon,28422,WHITELEY,Brett,LP,Liberal,26841
TAS,193,Braddon,29353,HODGE,Graham,CDP,Christian Democratic Party (Fred Nile Group),1151
TAS,193,Braddon,28450,RICE,Clinton,REP,Renewable Energy Party,1343
TAS,193,Braddon,28413,BOAG,Joshua,LDP,Liberal Democrats,1380
TAS,193,Braddon,999,Informal,Informal,,Informal,3568
TAS,194,Denison,29406,EXCELL,Amanda,CDP,Christian Democratic Party (Fred Nile Group),980
TAS,194,Denison,28426,ALLAN,Marcus,LP,Liberal,13267
TAS,194,Denison,28443,AUSTIN,Jane,ALP,Australian Labor Party,15335
TAS,194,Denison,29361,WILLIAMS,Wayne,DLP,Democratic Labour Party (DLP),632
TAS,194,Denison,20881,WILKIE,Andrew,IND,Independent,29372
TAS,194,Denison,28232,BROWN,Jen,GRN,The Greens,7068
TAS,194,Denison,999,Informal,Informal,,Informal,2002
TAS,195,Franklin,28152,SANDERSON,Tim,TAP,The Arts Party,1673
TAS,195,Franklin,28234,DELANEY,Martine,GRN,The Greens,9293
TAS,195,Franklin,28424,MARKHAM,Amanda-Sue,LP,Liberal,24542
TAS,195,Franklin,28441,COLLINS,Julie,ALP,Australian Labor Party,32724
TAS,195,Franklin,29503,MUSKETT,George James,CDP,Christian Democratic Party (Fred Nile Group),1375
TAS,195,Franklin,999,Informal,Informal,,Informal,2453
TAS,196,Lyons,28438,HUTCHINSON,Eric,LP,Liberal,28697
TAS,196,Lyons,28220,SHAY,Shelley,ARF,Australian Recreational Fishers Party,4322
TAS,196,Lyons,28453,LIVINGSTON,Duncan,REP,Renewable Energy Party,1578
TAS,196,Lyons,28236,RUBENACH-QUINN,Hannah,GRN,The Greens,6418
TAS,196,Lyons,29349,MAWER,Gene,CDP,Christian Democratic Party (Fred Nile Group),1074
TAS,196,Lyons,28449,MITCHELL,Brian,ALP,Australian Labor Party,26426
TAS,196,Lyons,999,Informal,Informal,,Informal,3174
VIC,197,Aston,28116,RAYMOND,Steve,GRN,The Greens,7186
VIC,197,Aston,28872,MARTIN,Daniel Edward,FFP,Family First Party,2762
VIC,197,Aston,28212,HUPPERT,Daniel,IND,Independent,2104
VIC,197,Aston,28748,MOORE,Joel,LDP,Liberal Democrats,1198
VIC,197,Aston,28205,LAVIN,Rosemary,AJP,Animal Justice Party,2211
VIC,197,Aston,28875,TUDGE,Alan,LP,Liberal,43532
VIC,197,Aston,28293,KLISARIS,Paul,ALP,Australian Labor Party,26593
VIC,197,Aston,999,Informal,Informal,,Informal,3525
VIC,198,Ballarat,28784,COLBERT,Dianne,AUC,Australian Christians,2023
VIC,198,Ballarat,28390,TATCHELL,Paul,NP,The Nationals,4108
VIC,198,Ballarat,28317,KING,Catherine,ALP,Australian Labor Party,42275
VIC,198,Ballarat,29522,ECKEL,Bren,IND,Independent,1802
VIC,198,Ballarat,28101,BARNES,Alice,GRN,The Greens,10551
VIC,198,Ballarat,29009,HOWARD,Graham,FFP,Family First Party,1896
VIC,198,Ballarat,28629,TRAN,Tran,RUA,Rise Up Australia Party,1121
VIC,198,Ballarat,29007,WADE,Sarah,LP,Liberal,33931
VIC,198,Ballarat,999,Informal,Informal,,Informal,5461
VIC,199,Batman,24747,SUTTON,Philip,IND,Independent,1509
VIC,199,Batman,28339,OLDIS,Maurice,REP,Renewable Energy Party,593
VIC,199,Batman,29004,MURRAY,Joel,ASXP,Australian Sex Party,2317
VIC,199,Batman,28124,BHATHAL,Alex,GRN,The Greens,32645
VIC,199,Batman,29206,HAYWARD,Russell,AUP,Australian Progressives,282
VIC,199,Batman,29517,CICUTO,Geoffrey,CYC,Australian Cyclists Party,386
VIC,199,Batman,28896,SOURIS,George,LP,Liberal,17924
VIC,199,Batman,28241,FEENEY,David,ALP,Australian Labor Party,31780
VIC,199,Batman,28180,EVANS,Caitlin,AJP,Animal Justice Party,1503
VIC,199,Batman,23652,GUARDIANI,Franco,IND,Independent,480
VIC,199,Batman,28900,SYBER,Elizabeth,AEQ,Marriage Equality,682
VIC,199,Batman,999,Informal,Informal,,Informal,7601
VIC,200,Bendigo,28405,MADDISON,Andy,NP,The Nationals,3544
VIC,200,Bendigo,28103,GLAISHER,Rosemary,GRN,The Greens,10749
VIC,200,Bendigo,28605,CADDY,Sandy,RUA,Rise Up Australia Party,2058
VIC,200,Bendigo,28244,CHESTERS,Lisa,ALP,Australian Labor Party,37396
VIC,200,Bendigo,28903,PURCELL,Megan,LP,Liberal,36956
VIC,200,Bendigo,28171,PARRAMORE,Ruth,AJP,Animal Justice Party,2146
VIC,200,Bendigo,23618,DONLON,Anita Erika,IND,Independent,1922
VIC,200,Bendigo,28906,HOWARD,Alan,FFP,Family First Party,2732
VIC,200,Bendigo,999,Informal,Informal,,Informal,4705
VIC,201,Bruce,28193,LEITH,Douglas Ronald,AJP,Animal Justice Party,1944
VIC,201,Bruce,28131,BAUER,Stefanie,GRN,The Greens,5890
VIC,201,Bruce,28996,KROGER,Helen,LP,Liberal,33248
VIC,201,Bruce,29002,FOGGIE,Nathan,FFP,Family First Party,2870
VIC,201,Bruce,29544,JARVIS-WILLS,Jill,REP,Renewable Energy Party,816
VIC,201,Bruce,28275,HILL,Julian,ALP,Australian Labor Party,36804
VIC,201,Bruce,29529,RONCAN,Alan,DRF,Drug Law Reform,1440
VIC,201,Bruce,999,Informal,Informal,,Informal,4064
VIC,203,Calwell,29082,HSU,John,LP,Liberal,24855
VIC,203,Calwell,28311,VAMVAKINOU,Maria,ALP,Australian Labor Party,51040
VIC,203,Calwell,28134,ABBOUD,Natalie,GRN,The Greens,7609
VIC,203,Calwell,28197,SEARLS,Megan Deanne,AJP,Animal Justice Party,3229
VIC,203,Calwell,28366,LAKKIS,Michael Amon,IND,Independent,3115
VIC,203,Calwell,999,Informal,Informal,,Informal,6286
VIC,204,Casey,28122,SUTHERLAND,Elissa,GRN,The Greens,10781
VIC,204,Casey,28210,BACON,Kristin,AJP,Animal Justice Party,4176
VIC,204,Casey,28292,MELKONIAN,Hovig,ALP,Australian Labor Party,26165
VIC,204,Casey,28237,CHARLETON,Peter,IND,Independent,2878
VIC,204,Casey,28985,SMITH,Tony,LP,Liberal,45680
VIC,204,Casey,28606,DORIAN,Angela,RUA,Rise Up Australia Party,2551
VIC,204,Casey,999,Informal,Informal,,Informal,3620
VIC,205,Chisholm,28614,VASSILIOU,Melanie,RUA,Rise Up Australia Party,1712
VIC,205,Chisholm,28194,WALSHE,Nyree,AJP,Animal Justice Party,1799
VIC,205,Chisholm,29012,McCRACKEN,Craig,FFP,Family First Party,2137
VIC,205,Chisholm,28117,FERGEUS,Josh,GRN,The Greens,10647
VIC,205,Chisholm,28936,BANKS,Julia,LP,Liberal,39265
VIC,205,Chisholm,28298,PERRI,Stefanie,ALP,Australian Labor Party,31160
VIC,205,Chisholm,999,Informal,Informal,,Informal,2439
VIC,207,Corangamite,29546,LAWRENCE,Michael,IND,Independent,1519
VIC,207,Corangamite,28929,BARRON,Alan,FFP,Family First Party,1906
VIC,207,Corangamite,28620,STEEL,Nick,RUA,Rise Up Australia Party,847
VIC,207,Corangamite,28765,ROWE,Louis,LDP,Liberal Democrats,871
VIC,207,Corangamite,28257,COKER,Libby,ALP,Australian Labor Party,30267
VIC,207,Corangamite,29386,NELSON,Patrice,DHJP,Derryn Hinch's Justice Party,3039
VIC,207,Corangamite,28173,MEDDICK,Andy,AJP,Animal Justice Party,1739
VIC,207,Corangamite,29305,DALTON,Courtney,DRF,Drug Law Reform,1269
VIC,207,Corangamite,28127,PATERSON,Patchouli,GRN,The Greens,11273
VIC,207,Corangamite,28920,HENDERSON,Sarah,LP,Liberal,45687
VIC,207,Corangamite,999,Informal,Informal,,Informal,5181
VIC,208,Corio,29003,LANGE,Richard,LP,Liberal,33180
VIC,208,Corio,28741,BULL,Sue,SAL,Socialist Alliance,1101
VIC,208,Corio,28291,MARLES,Richard,ALP,Australian Labor Party,43087
VIC,208,Corio,28607,PUVIMANASINGHE,Ash,RUA,Rise Up Australia Party,1869
VIC,208,Corio,28309,MORAN,Jeff,BTA,Bullet Train For Australia,1138
VIC,208,Corio,28185,OVEREND,Jamie,AJP,Animal Justice Party,2948
VIC,208,Corio,28108,MANSFIELD,Sarah,GRN,The Greens,11112
VIC,208,Corio,999,Informal,Informal,,Informal,4561
VIC,209,Deakin,29068,SUKKAR,Michael,LP,Liberal,45161
VIC,209,Deakin,28787,DOBBY,Karen,AUC,Australian Christians,2096
VIC,209,Deakin,28120,BRIERS,Joshua,GRN,The Greens,10587
VIC,209,Deakin,28344,CLARK,Tony,ALP,Australian Labor Party,28021
VIC,209,Deakin,28206,BROWNE,Vanessa,AJP,Animal Justice Party,2394
VIC,209,Deakin,29075,COOMBES,Gary John,FFP,Family First Party,2009
VIC,209,Deakin,999,Informal,Informal,,Informal,2471
VIC,210,Dunkley,29381,STANFIELD,Ruth,DHJP,Derryn Hinch's Justice Party,5510
VIC,210,Dunkley,28145,SWAIN,Jeanette,GRN,The Greens,8616
VIC,210,Dunkley,28910,CREWTHER,Chris,LP,Liberal,38158
VIC,210,Dunkley,28922,RATHBONE,Michael,FFP,Family First Party,1393
VIC,210,Dunkley,28252,MURPHY,Peta,ALP,Australian Labor Party,29620
VIC,210,Dunkley,28352,BAILLIEU,Sally,TAP,The Arts Party,542
VIC,210,Dunkley,28707,TREGENZA,Lin,RUA,Rise Up Australia Party,682
VIC,210,Dunkley,28169,JACK,Tyson,AJP,Animal Justice Party,1926
VIC,210,Dunkley,28140,TOSCANO,Joseph,IND,Independent,1132
VIC,210,Dunkley,28806,WILMS,Tim,LDP,Liberal Democrats,1037
VIC,210,Dunkley,28810,REANEY,Jeff,AUC,Australian Christians,677
