StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,PartyAb,PartyNm,TotalVotes
VIC,210,Dunkley,999,Informal,Informal,,Informal,6151
VIC,211,Flinders,28808,GENTLE,Yvonne,RUA,Rise Up Australia Party,3381
VIC,211,Flinders,28009,LEWIS,Shane W,IND,Independent,3107
VIC,211,Flinders,28132,HOGARTH,Willisa,GRN,The Greens,10868
VIC,211,Flinders,28316,GLEIXNER,Carolyn,ALP,Australian Labor Party,27459
VIC,211,Flinders,28870,HUNT,Greg,LP,Liberal,52412
VIC,211,Flinders,28196,WILD,Ben,AJP,Animal Justice Party,4347
VIC,211,Flinders,999,Informal,Informal,,Informal,3863
VIC,212,Gellibrand,28102,MARSDEN,Jonathon,GRN,The Greens,19855
VIC,212,Gellibrand,28240,WATTS,Tim,ALP,Australian Labor Party,43340
VIC,212,Gellibrand,28891,WILLIS,Ben,LP,Liberal,24607
VIC,212,Gellibrand,27990,TRAN,David,IND,Independent,4615
VIC,212,Gellibrand,999,Informal,Informal,,Informal,3868
VIC,213,Gippsland,28107,ONLEY,Ian,GRN,The Greens,7002
VIC,213,Gippsland,28690,DORIAN,Peter,RUA,Rise Up Australia Party,1513
VIC,213,Gippsland,28238,BHATTI,Shashi,ALP,Australian Labor Party,17870
VIC,213,Gippsland,28984,SINDT,Christine,IND,Independent,1379
VIC,213,Gippsland,28967,HEATH,Brian,FFP,Family First Party,3068
VIC,213,Gippsland,29051,SMITH,Cherie,IND,Independent,1577
VIC,213,Gippsland,28404,CHESTER,Darren,NP,The Nationals,50309
VIC,213,Gippsland,28791,BELSAR,Ashleigh,AUC,Australian Christians,746
VIC,213,Gippsland,27995,GARDNER,Peter,REP,Renewable Energy Party,1384
VIC,213,Gippsland,28757,BUCKLEY,Ben,LDP,Liberal Democrats,4444
VIC,213,Gippsland,999,Informal,Informal,,Informal,6588
VIC,214,Goldstein,28129,HERCUS,Cheryl,GRN,The Greens,14871
VIC,214,Goldstein,28957,BISHOP,Trevor,FFP,Family First Party,1549
VIC,214,Goldstein,28192,CHELLAPPAH,Naren,AJP,Animal Justice Party,2222
VIC,214,Goldstein,29351,KAVANAGH,Lee,DRF,Drug Law Reform,1738
VIC,214,Goldstein,28949,WILSON,Tim,LP,Liberal,52694
VIC,214,Goldstein,28239,COOTE,Matthew Ross,ALP,Australian Labor Party,20466
VIC,214,Goldstein,999,Informal,Informal,,Informal,2363
VIC,309,Gorton,28274,O'CONNOR,Brendan,ALP,Australian Labor Party,61110
VIC,309,Gorton,28889,LANG,Daryl,LP,Liberal,27305
VIC,309,Gorton,28121,SWIFT,Rod,GRN,The Greens,9690
VIC,309,Gorton,999,Informal,Informal,,Informal,5253
VIC,215,Higgins,28191,O'BRIEN,Rebecca,AEQ,Marriage Equality,1265
VIC,215,Higgins,29382,TREGEAR,Jessica,DHJP,Derryn Hinch's Justice Party,1264
VIC,215,Higgins,28979,O'DWYER,Kelly,LP,Liberal,46953
VIC,215,Higgins,28146,BALL,Jason,GRN,The Greens,22870
VIC,215,Higgins,28764,KENNEDY,Robert,LDP,Liberal Democrats,1093
VIC,215,Higgins,28290,KATTER,Carl,ALP,Australian Labor Party,13495
VIC,215,Higgins,28677,BASSETT,Nancy,XEN,Nick Xenophon Team,2007
VIC,215,Higgins,28195,GULLONE,Eleonora,AJP,Animal Justice Party,1344
VIC,215,Higgins,999,Informal,Informal,,Informal,3550
VIC,216,Holt,28618,ROBERTSON,Colin,RUA,Rise Up Australia Party,4416
VIC,216,Holt,28259,BYRNE,Anthony,ALP,Australian Labor Party,53506
VIC,216,Holt,28942,BULL,Neil,FFP,Family First Party,5614
VIC,216,Holt,28113,TILTON,Jake,GRN,The Greens,6317
VIC,216,Holt,28935,MATHIAS,James,LP,Liberal,29777
VIC,216,Holt,999,Informal,Informal,,Informal,5243
VIC,217,Hotham,28908,HUA,George,LP,Liberal,32512
VIC,217,Hotham,28174,JEGES,Helen Ann,AJP,Animal Justice Party,2593
VIC,217,Hotham,28263,O'NEIL,Clare,ALP,Australian Labor Party,39881
VIC,217,Hotham,28135,BENNETT,James,GRN,The Greens,8042
VIC,217,Hotham,28924,RATHBONE,Tatiana,FFP,Family First Party,2106
VIC,217,Hotham,28619,VASSILIOU,Peter,RUA,Rise Up Australia Party,2030
VIC,217,Hotham,999,Informal,Informal,,Informal,3511
VIC,218,Indi,28007,LAPPIN,Alan James,IND,Independent,1757
VIC,218,Indi,28963,MIRABELLA,Sophie,LP,Liberal,24887
VIC,218,Indi,28111,O'CONNOR,Jenny,GRN,The Greens,3445
VIC,218,Indi,28751,QUILTY,Tim,LDP,Liberal Democrats,886
VIC,218,Indi,23288,McGOWAN,Cathy,IND,Independent,31336
VIC,218,Indi,28278,KERR,Eric,ALP,Australian Labor Party,8826
VIC,218,Indi,28207,DYER,Ray,IND,Independent,462
VIC,218,Indi,28407,CORBOY,Marty,NP,The Nationals,15525
VIC,218,Indi,28631,FIDGE,Julian,CYA,Australian Country Party,1863
VIC,218,Indi,28622,FERRANDO,Vincent,RUA,Rise Up Australia Party,1150
VIC,218,Indi,999,Informal,Informal,,Informal,6299
VIC,219,Isaacs,28128,BRESKIN,Alex,GRN,The Greens,9429
VIC,219,Isaacs,28269,DREYFUS,Mark,ALP,Australian Labor Party,41144
VIC,219,Isaacs,28932,SPENCER,Garry,LP,Liberal,37312
VIC,219,Isaacs,28177,JOHNSTON,Elizabeth,AJP,Animal Justice Party,4585
VIC,219,Isaacs,999,Informal,Informal,,Informal,3539
VIC,220,Jagajaga,28255,MACKLIN,Jenny,ALP,Australian Labor Party,36238
VIC,220,Jagajaga,28885,WARD,Jessica,FFP,Family First Party,2341
VIC,220,Jagajaga,28892,MULHOLLAND,David,LP,Liberal,37920
VIC,220,Jagajaga,28114,McKINNON,Hugh,GRN,The Greens,13696
VIC,220,Jagajaga,28175,SCHRAM,Nathan Peter,AJP,Animal Justice Party,2235
VIC,220,Jagajaga,999,Informal,Informal,,Informal,2572
VIC,221,Kooyong,28143,McLEOD,Helen,GRN,The Greens,17027
VIC,221,Kooyong,28953,FRYDENBERG,Josh,LP,Liberal,52401
VIC,221,Kooyong,28288,D'ARCY,Marg,ALP,Australian Labor Party,17825
VIC,221,Kooyong,24869,ZUBAC,Angelina,IND,Independent,2750
VIC,221,Kooyong,999,Informal,Informal,,Informal,1823
VIC,223,La Trobe,28105,CUMMINGS,Tom,GRN,The Greens,9773
VIC,223,La Trobe,28170,FOLLONI,Leah,AJP,Animal Justice Party,2677
VIC,223,La Trobe,29400,DOIDGE,Julieanne Lynette,DHJP,Derryn Hinch's Justice Party,3922
VIC,223,La Trobe,28258,CURTIS,Simon,ALP,Australian Labor Party,29052
VIC,223,La Trobe,28753,HUGHES,Leslie,LDP,Liberal Democrats,1188
VIC,223,La Trobe,28604,QUINN,Margaret,RUA,Rise Up Australia Party,1180
VIC,223,La Trobe,28893,WOOD,Jason,LP,Liberal,39108
VIC,223,La Trobe,28225,FENT,David,ASP,"Shooters, Fishers and Farmers",1321
VIC,223,La Trobe,29000,LEAHY,Martin,ASXP,Australian Sex Party,2103
VIC,223,La Trobe,28913,BARTRAM,Jeffrey,FFP,Family First Party,2273
VIC,223,La Trobe,999,Informal,Informal,,Informal,5454
VIC,222,Lalor,28655,VALE,Marion,RUA,Rise Up Australia Party,4685
VIC,222,Lalor,28268,RYAN,Joanne,ALP,Australian Labor Party,55302
VIC,222,Lalor,29041,MURPHY,Gayle,LP,Liberal,33070
VIC,222,Lalor,29410,JAKOBI,Susan,AFN,Australia First Party,3232
VIC,222,Lalor,28112,SOVA,Daniel,GRN,The Greens,10471
VIC,222,Lalor,999,Informal,Informal,,Informal,5080
VIC,224,Mallee,28415,BROAD,Andrew,NP,The Nationals,56251
VIC,224,Mallee,28416,LAHY,Chris,CEC,Citizens Electoral Council,1715
VIC,224,Mallee,28284,SENIOR,Lydia,ALP,Australian Labor Party,18742
VIC,224,Mallee,28769,MIDDLETON,Tim,RUA,Rise Up Australia Party,4536
VIC,224,Mallee,28115,HEALY,Helen,GRN,The Greens,6222
VIC,224,Mallee,999,Informal,Informal,,Informal,4269
VIC,225,Maribyrnong,29015,HATZAKORTZIAN,Ted,LP,Liberal,30283
VIC,225,Maribyrnong,28119,BALL,Olivia,GRN,The Greens,9151
VIC,225,Maribyrnong,28262,SHORTEN,Bill,ALP,Australian Labor Party,47402
VIC,225,Maribyrnong,28790,O'NEILL,Anthony,AUC,Australian Christians,1650
VIC,225,Maribyrnong,29533,CUMMING,Catherine,IND,Independent,3172
VIC,225,Maribyrnong,28183,McROSTIE,Fiona,AJP,Animal Justice Party,2176
VIC,225,Maribyrnong,999,Informal,Informal,,Informal,4568
VIC,226,McEwen,28289,MITCHELL,Rob,ALP,Australian Labor Party,50588
VIC,226,McEwen,28391,ANDERSON,James,NP,The Nationals,2672
VIC,226,McEwen,28110,BARKER,Neil,GRN,The Greens,8583
VIC,226,McEwen,28912,JERMYN,Chris,LP,Liberal,38151
VIC,226,McEwen,29538,LEE,Ross,IND,Independent,3013
VIC,226,McEwen,28542,ANDREW,Tracey,CYA,Australian Country Party,1614
VIC,226,McEwen,28554,TRUSCOTT,Jeff,RUA,Rise Up Australia Party,1867
VIC,226,McEwen,28203,VAINA,Cathy,AJP,Animal Justice Party,3005
VIC,226,McEwen,28919,LONG,Dorothy Lorraine,FFP,Family First Party,3707
VIC,226,McEwen,999,Informal,Informal,,Informal,7189
VIC,227,McMillan,28106,LANCASTER,Donna,GRN,The Greens,9810
VIC,227,McMillan,28786,IPSEN,Kathleen,AUC,Australian Christians,1761
VIC,227,McMillan,28650,BAKER,Norman,RUA,Rise Up Australia Party,2786
VIC,227,McMillan,28176,McADAM,Jennifer,AJP,Animal Justice Party,3022
VIC,227,McMillan,28762,McDONALD,Jim,LDP,Liberal Democrats,2289
VIC,227,McMillan,28901,HARDING,Nathan,FFP,Family First Party,3418
VIC,227,McMillan,28261,BUCKINGHAM,Chris,ALP,Australian Labor Party,29531
VIC,227,McMillan,28897,BROADBENT,Russell,LP,Liberal,48304
VIC,227,McMillan,999,Informal,Informal,,Informal,6115
VIC,228,Melbourne,29089,FREEMAN-HARRISON,Lewis,ASXP,Australian Sex Party,3265
VIC,228,Melbourne,28260,ISMAIL,Sophie,ALP,Australian Labor Party,23130
VIC,228,Melbourne,28926,LIU,Le,LP,Liberal,23878
VIC,228,Melbourne,28181,SMITH,Miranda Joyce,AJP,Animal Justice Party,1742
VIC,228,Melbourne,28125,BANDT,Adam,GRN,The Greens,41377
VIC,228,Melbourne,28982,RILEY,Matt,DRF,Drug Law Reform,1187
VIC,228,Melbourne,999,Informal,Informal,,Informal,2404
VIC,230,Melbourne Ports,29019,HOLLAND,Peter,IND,Independent,1393
VIC,230,Melbourne Ports,28930,GUEST,Owen,LP,Liberal,35533
VIC,230,Melbourne Ports,28182,VON DOUSSA,Henry,AEQ,Marriage Equality,1349
VIC,230,Melbourne Ports,28267,DANBY,Michael,ALP,Australian Labor Party,22897
VIC,230,Melbourne Ports,28357,MYERS,John B,IND,Independent,425
VIC,230,Melbourne Ports,28184,SMYTH,Robert Millen,AJP,Animal Justice Party,1685
VIC,230,Melbourne Ports,28126,HODGINS-MAY,Steph,GRN,The Greens,20179
VIC,230,Melbourne Ports,29570,McKENZIE-KIRKBRIGHT,Levi,DRF,Drug Law Reform,1348
VIC,230,Melbourne Ports,999,Informal,Informal,,Informal,3756
VIC,229,Menzies,28228,HULBERT,Antony John,AJP,Animal Justice Party,2327
VIC,229,Menzies,24767,ROBINSON,Ramon,IND,Independent,730
VIC,229,Menzies,29171,CLARK,David,FFP,Family First Party,2842
VIC,229,Menzies,29161,ANDREWS,Kevin,LP,Liberal,45133
VIC,229,Menzies,28123,CRANSTON,Richard,GRN,The Greens,7921
VIC,229,Menzies,28295,RUNDELL,Adam,ALP,Australian Labor Party,21468
VIC,229,Menzies,28231,FRANKLIN,Jay,VEP,Voluntary Euthanasia Party,973
VIC,229,Menzies,28793,MAYNE,Stephen,IND,Independent,5863
VIC,229,Menzies,999,Informal,Informal,,Informal,4615
VIC,231,Murray,28406,DRUM,Damian,NP,The Nationals,31105
VIC,231,Murray,28722,BOCK,Andrew,IND,Independent,1467
VIC,231,Murray,28118,CHRISTOE,Ian,GRN,The Greens,3880
VIC,231,Murray,28894,MCGAUCHIE,Duncan,LP,Liberal,28194
VIC,231,Murray,29016,HICKS,Nigel,IND,Independent,844
VIC,231,Murray,24221,SUMMER,Fern,IND,Independent,3323
VIC,231,Murray,28408,DAVY,Jeff,CEC,Citizens Electoral Council,227
VIC,231,Murray,29384,TEASDALE,Diane,IND,Independent,1037
VIC,231,Murray,28615,DANIELI,Robert,CYA,Australian Country Party,3556
VIC,231,Murray,28266,WILLIAMS,Alan John,ALP,Australian Labor Party,13188
VIC,231,Murray,28657,GUNASEKERA,Yasmin,RUA,Rise Up Australia Party,1195
VIC,231,Murray,999,Informal,Informal,,Informal,8530
VIC,232,Scullin,28243,GILES,Andrew,ALP,Australian Labor Party,54541
VIC,232,Scullin,28172,MATLEN,John,AJP,Animal Justice Party,3387
VIC,232,Scullin,28898,STOCKMAN,Melanie,LP,Liberal,27261
VIC,232,Scullin,28109,LJUBICIC,Rose,GRN,The Greens,7294
VIC,232,Scullin,29022,BUCCIANTI,Adriana,DRF,Drug Law Reform,3195
VIC,232,Scullin,999,Informal,Informal,,Informal,5164
VIC,233,Wannon,28242,BARLING,Michael David,ALP,Australian Labor Party,27411
VIC,233,Wannon,28104,CAMPBELL,Thomas,GRN,The Greens,7264
VIC,233,Wannon,28918,TEHAN,Dan,LP,Liberal,47513
VIC,233,Wannon,27987,ATKINSON,Bernardine,IND,Independent,3019
VIC,233,Wannon,28461,McCLUSKEY,Michael John,IND,Independent,4048
VIC,233,Wannon,999,Informal,Informal,,Informal,3681
VIC,234,Wills,28880,HONG,Kyung,LP,Liberal,20634
VIC,234,Wills,29493,BLACKWELL,Ash,DRF,Drug Law Reform,1287
VIC,234,Wills,29011,CHELLEW,Tristram,ASXP,Australian Sex Party,2608
VIC,234,Wills,28100,RATNAM,Samantha,GRN,The Greens,29017
VIC,234,Wills,29214,GILLMAN,Dougal,REP,Renewable Energy Party,778
VIC,234,Wills,28294,FULGENZI,Will,SEP,Socialist Equality Party,295
VIC,234,Wills,28738,ALCORN,Zane,SAL,Socialist Alliance,648
VIC,234,Wills,28204,SYDOW,Camille,AJP,Animal Justice Party,1578
VIC,234,Wills,29040,TIMPANO,Francesco,IND,Independent,1832
VIC,234,Wills,28253,KHALIL,Peter,ALP,Australian Labor Party,35431
VIC,234,Wills,999,Informal,Informal,,Informal,6807
WA,235,Brand,28420,SCOTT,Philip,RUA,Rise Up Australia Party,4704
WA,235,Brand,29103,KING,Madeleine,ALP,Australian Labor Party,38803
WA,235,Brand,29173,BURDETT,Robert,AUC,Australian Christians,2826
WA,235,Brand,28303,JECKS,Dawn,GRN,The Greens (WA),9542
WA,235,Brand,29138,BUCHANAN,Craig,LP,Liberal,25843
WA,235,Brand,999,Informal,Informal,,Informal,3602
WA,317,Burt,28756,KEOGH,Matt,ALP,Australian Labor Party,39673
WA,317,Burt,28297,SALMAN,Muhammad,GRN,The Greens (WA),6770
WA,317,Burt,28781,O'SULLIVAN,Matt,LP,Liberal,29836
WA,317,Burt,29026,SPYKER,Warnar,AUC,Australian Christians,4345
WA,317,Burt,29393,BLEVIN,Ian,ASP,"Shooters, Fishers and Farmers",3734
WA,317,Burt,999,Informal,Informal,,Informal,3903
WA,236,Canning,29149,TURNER,Jason,NP,The Nationals,3581
WA,236,Canning,28300,BLUNDELL-CAMDEN,Aeron,GRN,The Greens (WA),7388
WA,236,Canning,29037,VANDER VEN,Janine Joy,AUC,Australian Christians,3110
WA,236,Canning,29032,WINMAR,Barry,ALP,Australian Labor Party,27918
WA,236,Canning,29036,HASTIE,Andrew,LP,Liberal,42497
WA,236,Canning,999,Informal,Informal,,Informal,3743
WA,237,Cowan,28745,SIMPKINS,Luke,LP,Liberal,34405
WA,237,Cowan,29377,CHESTER,Jamie,ASP,"Shooters, Fishers and Farmers",2288
WA,237,Cowan,28718,HAMILTON,Neil,LDP,Liberal Democrats,1096
WA,237,Cowan,28323,YOUNG,Sheridan,GRN,The Greens (WA),6193
WA,237,Cowan,28828,HOST,Rex,AUC,Australian Christians,2680
WA,237,Cowan,28321,VENESS,Steve,MAP,Mature Australia,868
WA,237,Cowan,28727,ALY,Anne,ALP,Australian Labor Party,33966
WA,237,Cowan,999,Informal,Informal,,Informal,4712
WA,238,Curtin,29170,ARCHIBALD,David,ALA,Australian Liberty Alliance,1544
WA,238,Curtin,28287,GLANCE,Viv,GRN,The Greens (WA),12180
WA,238,Curtin,28708,CALLANAN,Melissa,ALP,Australian Labor Party,13476
WA,238,Curtin,28329,BOULTER,Sandra,IND,Independent,2389
WA,238,Curtin,28746,BISHOP,Julie,LP,Liberal,56175
WA,238,Curtin,999,Informal,Informal,,Informal,1772
WA,312,Durack,28313,JAMES,Ian,GRN,The Greens (WA),7710
WA,312,Durack,28513,MARTIN,Carol,ALP,Australian Labor Party,19860
WA,312,Durack,28832,GOULD,Grahame,AUC,Australian Christians,1966
WA,312,Durack,28476,SAMBELL,Mitchell,RUA,Rise Up Australia Party,2885
WA,312,Durack,28566,PRICE,Melissa,LP,Liberal,32011
WA,312,Durack,29374,COLE,Lisa,NP,The Nationals,12257
WA,312,Durack,999,Informal,Informal,,Informal,3122
WA,239,Forrest,28471,SLATER,Ross Maitland,IND,Independent,2896
WA,239,Forrest,28824,DABROWSKI,Edward,AUC,Australian Christians,1858
WA,239,Forrest,28454,FISHLOCK,David,ODR,Outdoor Recreation Party (Stop The Greens),2375
WA,239,Forrest,28409,WHATELY,Jennifer,RUA,Rise Up Australia Party,1654
WA,239,Forrest,28560,MARINO,Nola,LP,Liberal,41869
WA,239,Forrest,29167,PILKINGTON,Luke,NP,The Nationals,4306
WA,239,Forrest,28556,LOUD,Lorrae,ALP,Australian Labor Party,19596
WA,239,Forrest,28286,READING,Jill,GRN,The Greens (WA),10137
WA,239,Forrest,999,Informal,Informal,,Informal,5269
WA,240,Fremantle,28310,CONNOLLY,Mick,MAP,Mature Australia,2335
WA,240,Fremantle,29348,JENKINS,Chris,SAL,Socialist Alliance,1404
WA,240,Fremantle,28299,DAVIS,Kate,GRN,The Greens (WA),15053
WA,240,Fremantle,28779,KELLY,Pierrette,LP,Liberal,31292
WA,240,Fremantle,28752,WILSON,Josh,ALP,Australian Labor Party,34792
WA,240,Fremantle,999,Informal,Informal,,Informal,3535
WA,305,Hasluck,28749,WYATT,Ken,LP,Liberal,36519
WA,305,Hasluck,28296,HYSLOP,Patrick,GRN,The Greens (WA),10283
WA,305,Hasluck,28719,LEADBETTER,Bill,ALP,Australian Labor Party,28652
WA,305,Hasluck,28836,TWISS,Phil,AUC,Australian Christians,2798
WA,305,Hasluck,28411,BARNARD,Henry John,RUA,Rise Up Australia Party,2999
WA,305,Hasluck,999,Informal,Informal,,Informal,3425
WA,242,Moore,28720,GOODENOUGH,Ian,LP,Liberal,48133
WA,242,Moore,28285,LINDLEY,Daniel,GRN,The Greens (WA),11100
WA,242,Moore,28819,GROENEWALD,Maryka,AUC,Australian Christians,3194
WA,242,Moore,28712,WALKER,Tony,ALP,Australian Labor Party,25118
WA,242,Moore,999,Informal,Informal,,Informal,2891
WA,243,O'Connor,28941,WILSON,Rick,LP,Liberal,37092
WA,243,O'Connor,29412,HASSELL,John,NP,The Nationals,15936
WA,243,O'Connor,28943,YOUNG,Trevor,AUC,Australian Christians,3496
WA,243,O'Connor,28934,FORD,Jon,ALP,Australian Labor Party,18190
WA,243,O'Connor,28417,CARSON,Stephen,RUA,Rise Up Australia Party,3207
WA,243,O'Connor,28315,WATSON,Giz,GRN,The Greens (WA),9013
WA,243,O'Connor,999,Informal,Informal,,Informal,3439
WA,244,Pearce,28700,PORTER,Christian,LP,Liberal,39551
WA,244,Pearce,28681,FRENCH,Thomas,ALP,Australian Labor Party,29809
WA,244,Pearce,28301,MILES,Lee-Anne,GRN,The Greens (WA),9543
WA,244,Pearce,29185,SIMMONDS,Maddison,NP,The Nationals,4080
WA,244,Pearce,28410,SAMURIWO-VUNTARDE,Taffy,RUA,Rise Up Australia Party,4049
WA,244,Pearce,999,Informal,Informal,,Informal,4150
WA,245,Perth,28755,QUINN,Jeremy,LP,Liberal,35381
WA,245,Perth,28302,CLIFFORD,Tim,GRN,The Greens (WA),14272
WA,245,Perth,28724,HAMMOND,Tim,ALP,Australian Labor Party,31248
WA,245,Perth,28021,CHAMBERS,Andrew David,SOL,Online Direct Democracy - (Empowering the People!),1300
WA,245,Perth,28703,WALMSLEY,Mark Robert,LDP,Liberal Democrats,1430
WA,245,Perth,999,Informal,Informal,,Informal,3274
WA,246,Stirling,24951,MUBARAK,Kim,IND,Independent,2172
WA,246,Stirling,28412,ROWE,Alison L,RUA,Rise Up Australia Party,1361
WA,246,Stirling,28758,KEENAN,Michael,LP,Liberal,40991
WA,246,Stirling,28838,HOST,Kevin,AUC,Australian Christians,2019
WA,246,Stirling,28307,WEBSTER,Tom,GRN,The Greens (WA),9679
WA,246,Stirling,28731,PEARSON,Robert,ALP,Australian Labor Party,26669
WA,246,Stirling,999,Informal,Informal,,Informal,3587
WA,247,Swan,28312,NIELSEN-HARVEY,Sarah,GRN,The Greens (WA),12227
WA,247,Swan,28840,KLOMP,Steve,AUC,Australian Christians,3086
WA,247,Swan,28739,SOLONEC,Tammy,ALP,Australian Labor Party,26869
WA,247,Swan,28766,IRONS,Steve,LP,Liberal,39220
WA,247,Swan,999,Informal,Informal,,Informal,3062
WA,248,Tangney,23853,JENSEN,Dennis Geoffrey,IND,Independent,9924
WA,248,Tangney,28847,WIESKE,John,AUC,Australian Christians,2819
WA,248,Tangney,28314,KERR,Thor,GRN,The Greens (WA),10353
WA,248,Tangney,28742,BOSWELL,Marion,ALP,Australian Labor Party,19679
WA,248,Tangney,28771,MORTON,Ben,LP,Liberal,40790
WA,248,Tangney,999,Informal,Informal,,Informal,2183
